invoice_id,invoice_number,supplier_id,po_id,invoice_date,amount,status
I-00734,INV-2026-00734,S042,PO-00673,2026-02-04,36666.17,posted
I-00735,INV-2026-00735,S055,PO-00674,2026-01-28,26426.01,posted
I-00736,INV-2026-00736,S057,PO-00675,2026-02-23,25409.93,posted
I-00737,INV-2026-00737,S006,PO-00676,2026-03-17,53301.23,posted
I-00738,INV-2026-00738,S077,PO-00677,2026-04-13,17926.35,posted
I-00739,INV-2026-00739,S017,PO-00678,2026-04-04,21995.44,posted
I-00740,INV-2026-00740,S030,PO-00679,2026-02-07,17060.41,posted
I-00741,INV-2026-00741,S013,PO-00680,2026-03-19,25813.91,posted
I-00742,INV-2026-00742,S014,PO-00681,2026-02-03,25128.41,posted
I-00743,INV-2026-00743,S035,PO-00682,2026-02-15,27880.0,posted
I-00744,INV-2026-00744,S008,PO-00683,2026-02-09,49947.91,posted
I-00745,INV-2026-00745,S046,PO-00684,2026-03-06,60764.42,posted
I-00746,INV-2026-00746,S009,PO-00685,2026-02-22,63743.4,posted
I-00747,INV-2026-00747,S059,PO-00686,2026-02-14,12336.78,posted
I-00748,INV-2026-00748,S039,PO-00687,2026-03-16,39998.56,posted
I-00749,INV-2026-00749,S057,PO-00688,2026-01-25,26404.16,posted
I-00750,INV-2026-00750,S001,PO-00689,2026-04-28,26668.86,posted
I-00751,INV-2026-00751,S022,PO-00690,2026-03-18,11281.89,posted
I-00752,INV-2026-00752,S037,PO-00691,2026-04-17,42825.67,posted
I-00753,INV-2026-00753,S037,PO-00691,2026-04-12,59472.54,posted
I-00754,INV-2026-00754,S067,PO-00692,2026-03-31,10802.9,posted
I-00755,INV-2026-00755,S080,PO-00693,2026-04-29,21923.5,posted
I-00756,INV-2026-00756,S017,PO-00694,2026-02-23,37861.38,posted
I-00757,INV-2026-00757,S066,PO-00695,2026-02-11,19945.42,posted
I-00758,INV-2026-00758,S066,PO-00695,2026-01-28,8720.11,posted
I-00759,INV-2026-00759,S046,PO-00696,2026-04-12,16271.11,posted
I-00760,INV-2026-00760,S020,PO-00697,2026-04-11,48986.05,posted
I-00761,INV-2026-00761,S060,PO-00698,2026-01-21,82516.53,posted
I-00762,INV-2026-00762,S054,PO-00699,2026-04-11,19907.69,posted
I-00763,INV-2026-00763,S062,PO-00700,2026-04-03,30609.47,posted
I-00764,INV-2026-00764,S033,PO-00701,2026-02-08,8202.75,posted
I-00765,INV-2026-00765,S070,PO-00702,2026-02-05,24463.16,posted
I-00766,INV-2026-00766,S018,PO-00703,2026-03-13,37819.16,posted
I-00767,INV-2026-00767,S008,PO-00704,2026-01-21,29397.13,posted
I-00768,INV-2026-00768,S083,PO-00705,2026-03-05,11662.21,posted
I-00769,INV-2026-00769,S068,PO-00706,2026-04-21,14549.45,posted
I-00770,INV-2026-00770,S032,PO-00707,2026-03-25,25343.7,posted
I-00771,INV-2026-00771,S058,PO-00708,2026-03-30,13788.69,posted
I-00772,INV-2026-00772,S058,PO-00708,2026-03-29,10409.07,posted
I-00773,INV-2026-00773,S014,PO-00709,2026-03-24,33932.76,posted
I-00774,INV-2026-00774,S044,PO-00710,2026-04-19,34552.33,posted
I-00775,INV-2026-00775,S041,PO-00711,2026-03-14,23781.4,posted
I-00776,INV-2026-00776,S050,PO-00712,2026-04-13,13006.64,posted
I-00777,INV-2026-00777,S006,PO-00713,2026-03-27,31813.32,posted
I-00778,INV-2026-00778,S006,PO-00713,2026-03-11,18278.89,posted
I-00779,INV-2026-00779,S046,PO-00714,2026-03-18,49738.91,posted
I-00780,INV-2026-00780,S082,PO-00715,2026-03-29,28687.55,posted
I-00781,INV-2026-00781,S026,PO-00716,2026-01-22,36001.61,posted
I-00782,INV-2026-00782,S033,PO-00717,2026-04-04,40382.95,posted
I-00783,INV-2026-00783,S075,PO-00718,2026-03-25,193967.7,posted
I-00784,INV-2026-00784,S017,PO-00719,2026-04-10,52985.79,posted
I-00785,INV-2026-00785,S052,PO-00720,2026-02-10,9611.91,posted
I-00786,INV-2026-00786,S052,PO-00720,2026-01-20,17896.86,posted
I-00787,INV-2026-00787,S083,PO-00721,2026-02-06,10917.29,posted
I-00788,INV-2026-00788,S002,PO-00722,2026-01-17,15063.89,posted
I-00789,INV-2026-00789,S037,PO-00723,2026-02-24,7916.11,posted
I-00790,INV-2026-00790,S037,PO-00723,2026-02-16,16844.69,posted
I-00791,INV-2026-00791,S077,PO-00724,2026-03-08,21886.99,posted
I-00792,INV-2026-00792,S066,PO-00725,2026-02-09,22020.79,posted
I-00793,INV-2026-00793,S017,PO-00726,2026-02-05,32028.69,posted
I-00794,INV-2026-00794,S072,PO-00727,2026-03-14,21649.66,posted
I-00795,INV-2026-00795,S048,PO-00728,2026-02-13,53169.03,posted
I-00796,INV-2026-00796,S015,PO-00729,2026-03-02,16893.94,posted
I-00797,INV-2026-00797,S051,PO-00730,2026-04-12,94146.4,posted
I-00798,INV-2026-00798,S011,PO-00731,2026-04-14,184207.23,posted
I-00799,INV-2026-00799,S027,PO-00732,2026-03-28,19338.16,posted
I-00800,INV-2026-00800,S051,PO-00733,2026-03-27,17351.62,posted
I-00801,INV-2026-00801,S013,PO-00734,2026-02-22,24515.12,posted
I-00802,INV-2026-00802,S013,PO-00734,2026-02-07,25318.52,posted
I-00803,INV-2026-00803,S039,PO-00735,2026-02-03,50563.54,posted
I-00804,INV-2026-00804,S067,PO-00736,2026-02-08,39618.37,posted
I-00805,INV-2026-00805,S032,PO-00737,2026-02-23,50125.52,posted
I-00806,INV-2026-00806,S043,PO-00738,2026-01-31,11252.41,posted
I-00807,INV-2026-00807,S027,PO-00739,2026-04-11,17021.49,posted
I-00808,INV-2026-00808,S032,PO-00740,2026-02-27,40291.61,posted
I-00809,INV-2026-00809,S023,PO-00741,2026-02-05,33638.1,posted
I-00810,INV-2026-00810,S026,PO-00742,2026-04-30,33783.02,posted
I-00811,INV-2026-00811,S029,PO-00743,2026-02-14,25232.5,posted
I-00812,INV-2026-00812,S023,PO-00744,2026-01-31,9788.52,posted
I-00813,INV-2026-00813,S010,PO-00745,2026-02-13,21832.76,posted
I-00814,INV-2026-00814,S043,PO-00746,2026-04-06,77263.35,posted
I-00815,INV-2026-00815,S072,PO-00747,2026-02-05,18888.71,posted
I-00816,INV-2026-00816,S072,PO-00748,2026-03-17,54039.45,posted
I-00817,INV-2026-00817,S005,PO-00749,2026-02-12,19946.54,posted
I-00818,INV-2026-00818,S031,PO-00750,2026-01-23,53135.61,posted
I-00819,INV-2026-00819,S019,PO-00751,2026-03-04,79611.96,posted
I-00820,INV-2026-00820,S026,PO-00752,2026-04-02,15254.24,posted
I-00821,INV-2026-00821,S021,PO-00753,2026-03-30,41905.2,posted
I-00822,INV-2026-00822,S070,PO-00754,2026-01-31,7218.65,posted
I-00823,INV-2026-00823,S021,PO-00755,2026-02-20,12462.22,posted
I-00824,INV-2026-00824,S025,PO-00756,2026-03-21,26314.58,posted
I-00825,INV-2026-00825,S051,PO-00757,2026-02-09,41934.57,posted
I-00826,INV-2026-00826,S010,PO-00758,2026-02-16,27443.93,posted
I-00827,INV-2026-00827,S078,PO-00759,2026-02-24,32543.14,posted
I-00828,INV-2026-00828,S016,PO-00760,2026-03-01,41236.29,posted
I-00829,INV-2026-00829,S009,PO-00761,2026-03-19,29125.25,posted
I-00830,INV-2026-00830,S085,PO-00762,2026-02-11,17686.89,posted
I-00831,INV-2026-00831,S085,PO-00762,2026-03-02,24057.96,posted
I-00832,INV-2026-00832,S026,PO-00763,2026-04-20,57081.58,posted
I-00833,INV-2026-00833,S047,PO-00764,2026-02-08,22696.05,posted
I-00834,INV-2026-00834,S075,PO-00765,2026-02-14,10999.31,posted
I-00835,INV-2026-00835,S073,PO-00766,2026-02-15,7525.38,posted
I-00836,INV-2026-00836,S073,PO-00766,2026-02-13,4727.98,posted
I-00837,INV-2026-00837,S047,PO-00767,2026-03-01,18047.38,posted
I-00838,INV-2026-00838,S044,PO-00768,2026-03-22,3240.01,posted
I-00839,INV-2026-00839,S044,PO-00768,2026-03-29,3789.44,posted
I-00840,INV-2026-00840,S073,PO-00769,2026-02-26,23256.88,posted
I-00841,INV-2026-00841,S073,PO-00769,2026-03-10,19109.45,posted
I-00842,INV-2026-00842,S036,PO-00770,2026-03-12,71024.72,posted
I-00843,INV-2026-00843,S015,PO-00771,2026-03-10,17337.11,posted
I-00844,INV-2026-00844,S028,PO-00772,2026-02-26,12148.94,posted
I-00845,INV-2026-00845,S051,PO-00773,2026-01-23,93318.05,posted
I-00846,INV-2026-00846,S040,PO-00774,2026-02-03,25547.62,posted
I-00847,INV-2026-00847,S033,PO-00775,2026-03-27,18991.99,posted
I-00848,INV-2026-00848,S033,PO-00775,2026-04-04,11773.86,posted
I-00849,INV-2026-00849,S064,PO-00776,2026-02-05,46089.82,posted
I-00850,INV-2026-00850,S033,PO-00777,2026-04-03,28109.57,posted
I-00851,INV-2026-00851,S021,PO-00778,2026-02-21,10517.93,posted
I-00852,INV-2026-00852,S021,PO-00778,2026-02-16,16042.9,posted
I-00853,INV-2026-00853,S058,PO-00779,2026-03-24,38978.35,posted
I-00854,INV-2026-00854,S011,PO-00780,2026-04-14,24314.82,posted
I-00855,INV-2026-00855,S058,PO-00781,2026-03-04,20288.08,posted
I-00856,INV-2026-00856,S018,PO-00782,2026-02-26,12159.02,posted
I-00857,INV-2026-00857,S018,PO-00783,2026-04-28,31666.69,posted
I-00858,INV-2026-00858,S052,PO-00784,2026-03-26,13119.49,posted
I-00859,INV-2026-00859,S028,PO-00785,2026-02-11,18801.1,posted
I-00860,INV-2026-00860,S049,PO-00786,2026-04-11,107902.63,posted
I-00861,INV-2026-00861,S082,PO-00787,2026-02-18,17274.22,posted
I-00862,INV-2026-00862,S072,PO-00788,2026-02-03,58427.68,posted
I-00863,INV-2026-00863,S072,PO-00788,2026-02-05,61569.22,posted
I-00864,INV-2026-00864,S036,PO-00789,2026-01-15,45647.44,posted
I-00865,INV-2026-00865,S006,PO-00790,2026-03-07,68926.3,posted
I-00866,INV-2026-00866,S065,PO-00791,2026-03-30,38593.68,posted
I-00867,INV-2026-00867,S026,PO-00792,2026-03-20,8351.6,posted
I-00868,INV-2026-00868,S079,PO-00793,2026-01-31,24782.08,posted
I-00869,INV-2026-00869,S055,PO-00794,2026-03-05,10483.71,posted
I-00870,INV-2026-00870,S004,PO-00795,2026-04-05,17732.49,posted
I-00871,INV-2026-00871,S077,PO-00796,2026-03-02,35069.27,posted
I-00872,INV-2026-00872,S077,PO-00796,2026-03-26,46115.4,posted
I-00873,INV-2026-00873,S001,PO-00797,2026-02-07,25356.66,posted
I-00874,INV-2026-00874,S014,PO-00798,2026-04-02,13895.7,posted
I-00875,INV-2026-00875,S058,PO-00799,2026-02-09,27525.9,posted
I-00876,INV-2026-00876,S015,PO-00800,2026-02-08,27117.95,posted
I-00877,INV-2026-00877,S069,PO-00801,2026-01-23,42978.74,posted
I-00878,INV-2026-00878,S027,PO-00802,2026-04-09,62548.08,posted
I-00879,INV-2026-00879,S030,PO-00803,2026-02-17,12454.31,posted
I-00880,INV-2026-00880,S083,PO-00804,2026-01-24,14923.8,posted
I-00881,INV-2026-00881,S015,PO-00805,2026-03-25,9160.81,posted
I-00882,INV-2026-00882,S014,PO-00806,2026-04-19,70754.91,posted
I-00883,INV-2026-00883,S038,PO-00807,2026-02-08,141438.95,posted
I-00884,INV-2026-00884,S043,PO-00808,2026-02-15,20708.51,posted
I-00885,INV-2026-00885,S063,PO-00809,2026-04-12,24013.93,posted
I-00886,INV-2026-00886,S048,PO-00810,2026-03-21,22253.81,posted
I-00887,INV-2026-00887,S015,PO-00811,2026-02-15,22441.47,posted
I-00888,INV-2026-00888,S036,PO-00812,2026-04-07,11610.96,posted
I-00889,INV-2026-00889,S036,PO-00812,2026-04-07,9563.55,posted
I-00890,INV-2026-00890,S075,PO-00813,2026-03-04,32108.36,posted
I-00891,INV-2026-00891,S010,PO-00814,2026-01-25,39425.54,posted
I-00892,INV-2026-00892,S005,PO-00815,2026-03-29,24353.02,posted
I-00893,INV-2026-00893,S005,PO-00815,2026-03-26,27953.39,posted
I-00894,INV-2026-00894,S010,PO-00816,2026-04-21,22279.19,posted
I-00895,INV-2026-00895,S033,PO-00817,2026-02-14,42082.22,posted
I-00896,INV-2026-00896,S056,PO-00818,2026-03-26,12865.32,posted
I-00897,INV-2026-00897,S052,PO-00819,2026-03-22,17888.23,posted
I-00898,INV-2026-00898,S030,PO-00820,2026-02-08,65465.37,posted
I-00899,INV-2026-00899,S044,PO-00821,2026-03-07,11611.45,posted
I-00900,INV-2026-00900,S051,PO-00822,2026-01-12,10335.04,posted
I-00901,INV-2026-00901,S064,PO-00823,2026-02-10,13476.71,posted
I-00902,INV-2026-00902,S053,PO-00824,2026-01-31,22173.32,posted
I-00903,INV-2026-00903,S024,PO-00825,2026-01-26,44867.43,posted
I-00904,INV-2026-00904,S061,PO-00826,2026-01-22,25715.02,posted
I-00905,INV-2026-00905,S009,PO-00827,2026-03-29,77741.65,posted
I-00906,INV-2026-00906,S038,PO-00828,2026-03-06,49985.02,posted
I-00907,INV-2026-00907,S004,PO-00829,2026-01-22,32543.85,posted
I-00908,INV-2026-00908,S043,PO-00830,2026-02-01,74502.41,posted
I-00909,INV-2026-00909,S029,PO-00831,2026-03-21,20872.44,posted
I-00910,INV-2026-00910,S062,PO-00832,2026-04-09,2855.59,posted
I-00911,INV-2026-00911,S062,PO-00832,2026-04-14,1846.24,posted
I-00912,INV-2026-00912,S002,PO-00833,2026-01-23,40834.96,posted
I-00913,INV-2026-00913,S054,PO-00834,2026-01-29,26540.01,posted
I-00914,INV-2026-00914,S045,PO-00835,2026-04-24,104634.13,posted
I-00915,INV-2026-00915,S041,PO-00836,2026-03-15,74527.98,posted
I-00916,INV-2026-00916,S072,PO-00837,2026-02-19,32024.14,posted
I-00917,INV-2026-00917,S013,PO-00838,2026-03-02,16814.94,posted
I-00918,INV-2026-00918,S014,PO-00839,2026-03-11,100876.31,posted
I-00919,INV-2026-00919,S031,PO-00840,2026-03-04,32658.89,posted
I-00920,INV-2026-00920,S029,PO-00841,2026-04-24,124271.27,posted
I-00921,INV-2026-00921,S027,PO-00842,2026-03-22,23150.9,posted
I-00922,INV-2026-00922,S031,PO-00843,2026-03-06,15379.23,posted
I-00923,INV-2026-00923,S002,PO-00844,2026-04-09,60054.89,posted
I-00924,INV-2026-00924,S058,PO-00845,2026-03-05,24920.96,posted
I-00925,INV-2026-00925,S008,PO-00846,2026-03-27,27913.51,posted
I-00926,INV-2026-00926,S012,PO-00847,2026-02-01,93109.57,posted
I-00927,INV-2026-00927,S042,PO-00848,2026-04-01,27401.09,posted
I-00928,INV-2026-00928,S053,PO-00849,2026-04-17,24576.18,posted
I-00929,INV-2026-00929,S031,PO-00850,2026-02-26,28123.76,posted
I-00930,INV-2026-00930,S069,PO-00851,2026-04-07,18415.75,posted
I-00931,INV-2026-00931,S070,PO-00852,2026-03-20,23161.68,posted
I-00932,INV-2026-00932,S079,PO-00853,2026-02-04,29731.05,posted
I-00933,INV-2026-00933,S049,PO-00854,2026-02-11,32043.43,posted
I-00934,INV-2026-00934,S053,PO-00855,2026-04-20,25048.88,posted
I-00935,INV-2026-00935,S052,PO-00856,2026-02-03,5745.8,posted
I-00936,INV-2026-00936,S053,PO-00857,2026-02-04,30380.98,posted
I-00937,INV-2026-00937,S049,PO-00858,2026-02-16,336716.0,posted
I-00938,INV-2026-00938,S079,PO-00859,2026-04-10,26984.12,posted
I-00939,INV-2026-00939,S044,PO-00860,2026-04-11,28511.26,posted
I-00940,INV-2026-00940,S013,PO-00861,2026-03-26,18966.79,posted
I-00941,INV-2026-00941,S013,PO-00861,2026-03-22,12610.39,posted
I-00942,INV-2026-00942,S068,PO-00862,2026-04-10,55830.64,posted
I-00943,INV-2026-00943,S041,PO-00863,2026-03-25,47958.22,posted
I-00944,INV-2026-00944,S041,PO-00863,2026-04-05,38215.2,posted
I-00945,INV-2026-00945,S081,PO-00864,2026-04-02,25965.89,posted
I-00946,INV-2026-00946,S071,PO-00865,2026-04-11,57127.76,posted
I-00947,INV-2026-00947,S073,PO-00866,2026-04-20,23711.21,posted
I-00948,INV-2026-00948,S083,PO-00867,2026-03-03,15898.11,posted
I-00949,INV-2026-00949,S027,PO-00868,2026-04-10,57392.26,posted
I-00950,INV-2026-00950,S079,PO-00869,2026-01-27,27794.79,posted
I-00951,INV-2026-00951,S027,PO-00870,2026-04-05,35064.89,posted
I-00952,INV-2026-00952,S080,PO-00871,2026-02-04,116137.33,posted
I-00953,INV-2026-00953,S072,PO-00872,2026-02-27,36526.29,posted
I-00954,INV-2026-00954,S050,PO-00873,2026-04-06,8624.58,posted
I-00955,INV-2026-00955,S011,PO-00874,2026-04-05,58278.19,posted
I-00956,INV-2026-00956,S033,PO-00875,2026-03-10,11421.74,posted
I-00957,INV-2026-00957,S047,PO-00876,2026-02-12,16169.79,posted
I-00958,INV-2026-00958,S084,PO-00877,2026-03-14,55534.58,posted
I-00959,INV-2026-00959,S034,PO-00878,2026-04-12,17704.58,posted
I-00960,INV-2026-00960,S006,PO-00879,2026-03-05,28723.38,posted
I-00961,INV-2026-00961,S076,PO-00880,2026-02-02,19795.77,posted
I-00962,INV-2026-00962,S072,PO-00881,2026-01-23,78565.35,posted
I-00963,INV-2026-00963,S048,PO-00882,2026-02-14,21805.94,posted
I-00964,INV-2026-00964,S062,PO-00883,2026-02-20,46211.92,posted
I-00965,INV-2026-00965,S050,PO-00884,2026-02-04,13519.28,posted
I-00966,INV-2026-00966,S054,PO-00885,2026-04-06,74156.81,posted
I-00967,INV-2026-00967,S066,PO-00886,2026-03-21,53120.18,posted
I-00968,INV-2026-00968,S018,PO-00887,2026-02-13,45553.75,posted
I-00969,INV-2026-00969,S072,PO-00888,2026-02-07,27285.39,posted
I-00970,INV-2026-00970,S030,PO-00889,2026-03-06,30801.85,posted
I-00971,INV-2026-00971,S035,PO-00890,2026-04-09,72890.01,posted
I-00972,INV-2026-00972,S039,PO-00891,2026-04-14,30733.66,posted
I-00973,INV-2026-00973,S010,PO-00892,2026-03-15,13101.14,posted
I-00974,INV-2026-00974,S032,PO-00893,2026-02-15,28755.1,posted
I-00975,INV-2026-00975,S051,PO-00894,2026-03-31,14114.18,posted
I-00976,INV-2026-00976,S070,PO-00895,2026-03-24,33037.94,posted
I-00977,INV-2026-00977,S046,PO-00896,2026-03-06,3278.25,posted
I-00978,INV-2026-00978,S046,PO-00896,2026-03-26,6125.64,posted
I-00979,INV-2026-00979,S058,PO-00897,2026-03-17,33895.24,posted
I-00980,INV-2026-00980,S038,PO-00898,2026-03-01,50215.58,posted
I-00981,INV-2026-00981,S054,PO-00899,2026-02-02,56291.11,posted
I-00982,INV-2026-00982,S020,PO-00900,2026-02-12,30449.61,posted
I-00983,INV-2026-00983,S020,PO-00900,2026-02-10,16934.07,posted
I-00984,INV-2026-00984,S045,PO-00901,2026-03-27,29574.18,posted
I-00985,INV-2026-00985,S044,PO-00902,2026-02-15,23499.9,posted
I-00986,INV-2026-00986,S044,PO-00902,2026-01-23,32183.96,posted
I-00987,INV-2026-00987,S053,PO-00903,2026-02-22,39552.45,posted
I-00988,INV-2026-00988,S066,PO-00904,2026-01-18,51255.44,posted
I-00989,INV-2026-00989,S072,PO-00905,2026-04-27,14813.32,posted
I-00990,INV-2026-00990,S022,PO-00906,2026-04-06,17831.82,posted
I-00991,INV-2026-00991,S076,PO-00907,2026-04-13,10251.04,posted
I-00992,INV-2026-00992,S030,PO-00908,2026-02-26,40053.12,posted
I-00993,INV-2026-00993,S029,PO-00909,2026-01-24,56862.64,posted
I-00994,INV-2026-00994,S047,PO-00910,2026-02-18,81665.18,posted
I-00995,INV-2026-00995,S074,PO-00911,2026-02-26,10689.33,posted
I-00996,INV-2026-00996,S073,PO-00912,2026-02-22,101489.79,posted
I-00997,INV-2026-00997,S075,PO-00913,2026-02-05,16642.72,posted
I-00998,INV-2026-00998,S048,PO-00914,2026-03-14,8347.8,posted
I-00999,INV-2026-00999,S044,PO-00915,2026-03-28,50834.94,posted
I-01000,INV-2026-01000,S043,PO-00916,2026-04-05,32012.78,posted
I-01001,INV-2026-01001,S025,PO-00917,2026-02-07,8065.93,posted
I-01002,INV-2026-01002,S047,PO-00918,2026-03-22,9390.5,posted
I-01003,INV-2026-01003,S005,PO-00919,2026-02-09,16733.7,posted
I-01004,INV-2026-01004,S021,PO-00920,2026-02-15,9122.64,posted
I-01005,INV-2026-01005,S030,PO-00921,2026-02-07,25229.08,posted
I-01006,INV-2026-01006,S045,PO-00922,2026-04-01,143514.33,posted
I-01007,INV-2026-01007,S034,PO-00923,2026-02-12,135140.53,posted
I-01008,INV-2026-01008,S013,PO-00924,2026-01-11,10190.32,posted
I-01009,INV-2026-01009,S062,PO-00925,2026-04-07,32423.11,posted
I-01010,INV-2026-01010,S047,PO-00926,2026-03-17,25443.06,posted
I-01011,INV-2026-01011,S032,PO-00927,2026-02-28,7187.62,posted
I-01012,INV-2026-01012,S049,PO-00928,2026-04-03,10621.86,posted
I-01013,INV-2026-01013,S058,PO-00929,2026-01-15,13656.07,posted
I-01014,INV-2026-01014,S025,PO-00930,2026-03-04,10259.47,posted
I-01015,INV-2026-01015,S028,PO-00931,2026-02-25,50532.42,posted
I-01016,INV-2026-01016,S037,PO-00932,2026-03-07,11124.53,posted
I-01017,INV-2026-01017,S064,PO-00933,2026-04-08,18016.44,posted
I-01018,INV-2026-01018,S084,PO-00934,2026-01-10,68343.29,posted
I-01019,INV-2026-01019,S017,PO-00935,2026-03-18,17969.62,posted
I-01020,INV-2026-01020,S042,PO-00936,2026-03-03,28551.64,posted
I-01021,INV-2026-01021,S066,PO-00937,2026-04-28,26897.45,posted
I-01022,INV-2026-01022,S016,PO-00938,2026-03-05,25380.7,posted
I-01023,INV-2026-01023,S075,PO-00939,2026-02-02,34631.83,posted
I-01024,INV-2026-01024,S055,PO-00940,2026-02-15,12148.0,posted
I-01025,INV-2026-01025,S079,PO-00941,2026-02-21,42646.19,posted
I-01026,INV-2026-01026,S079,PO-00941,2026-02-19,58220.35,posted
I-01027,INV-2026-01027,S014,PO-00942,2026-02-27,8987.48,posted
I-01028,INV-2026-01028,S076,PO-00943,2026-01-28,32883.09,posted
I-01029,INV-2026-01029,S040,PO-00944,2026-01-24,19755.47,posted
I-01030,INV-2026-01030,S038,PO-00945,2026-02-08,42300.07,posted
I-01031,INV-2026-01031,S002,PO-00946,2026-04-17,37944.95,posted
I-01032,INV-2026-01032,S082,PO-00947,2026-04-10,18662.76,posted
I-01033,INV-2026-01033,S068,PO-00948,2026-03-04,9403.96,posted
I-01034,INV-2026-01034,S074,PO-00949,2026-03-17,54749.61,posted
I-01035,INV-2026-01035,S079,PO-00950,2026-02-13,13869.63,posted
I-01036,INV-2026-01036,S052,PO-00951,2026-03-20,8925.28,posted
I-01037,INV-2026-01037,S027,PO-00952,2026-04-01,13607.1,posted
I-01038,INV-2026-01038,S044,PO-00953,2026-02-21,20039.8,posted
I-01039,INV-2026-01039,S044,PO-00953,2026-02-19,14879.69,posted
I-01040,INV-2026-01040,S049,PO-00954,2026-02-10,14787.35,posted
I-01041,INV-2026-01041,S053,PO-00955,2026-04-13,79934.32,posted
I-01042,INV-2026-01042,S033,PO-00956,2026-03-31,26316.5,posted
I-01043,INV-2026-01043,S045,PO-00957,2026-04-18,16603.51,posted
I-01044,INV-2026-01044,S070,PO-00958,2026-04-10,33108.12,posted
I-01045,INV-2026-01045,S063,PO-00959,2026-04-01,30473.47,posted
I-01046,INV-2026-01046,S045,PO-00960,2026-03-23,34275.2,posted
I-01047,INV-2026-01047,S066,PO-00961,2026-04-12,90408.08,posted
I-01048,INV-2026-01048,S018,PO-00962,2026-03-12,16653.12,posted
I-01049,INV-2026-01049,S041,PO-00963,2026-02-09,27531.26,posted
I-01050,INV-2026-01050,S075,PO-00964,2026-03-24,27062.36,posted
I-01051,INV-2026-01051,S061,PO-00965,2026-04-10,42284.95,posted
I-01052,INV-2026-01052,S008,PO-00966,2026-05-02,13402.09,posted
I-01053,INV-2026-01053,S081,PO-00967,2026-04-10,10431.37,posted
I-01054,INV-2026-01054,S025,PO-00968,2026-01-12,3983.34,posted
I-01055,INV-2026-01055,S025,PO-00969,2026-02-18,63208.41,posted
I-01056,INV-2026-01056,S050,PO-00970,2026-02-05,6768.13,posted
I-01057,INV-2026-01057,S080,PO-00971,2026-03-15,33349.42,posted
I-01058,INV-2026-01058,S082,PO-00972,2026-03-13,34334.95,posted
I-01059,INV-2026-01059,S023,PO-00973,2026-02-25,28323.53,posted
I-01060,INV-2026-01060,S078,PO-00974,2026-02-03,16781.75,posted
I-01061,INV-2026-01061,S073,PO-00975,2026-02-28,92257.55,posted
I-01062,INV-2026-01062,S026,PO-00976,2026-02-05,23514.06,posted
I-01063,INV-2026-01063,S038,PO-00977,2026-04-04,7235.82,posted
I-01064,INV-2026-01064,S075,PO-00978,2026-03-18,26562.76,posted
I-01065,INV-2026-01065,S067,PO-00979,2026-04-07,37893.79,posted
I-01066,INV-2026-01066,S021,PO-00980,2026-02-12,20452.04,posted
I-01067,INV-2026-01067,S057,PO-00981,2026-04-26,63147.92,posted
I-01068,INV-2026-01068,S081,PO-00982,2026-04-07,47112.97,posted
I-01069,INV-2026-01069,S020,PO-00983,2026-04-19,36075.02,posted
I-01070,INV-2026-01070,S084,PO-00984,2026-04-04,8361.21,posted
I-01071,INV-2026-01071,S059,PO-00985,2026-03-03,69127.85,posted
I-01072,INV-2026-01072,S015,PO-00986,2026-03-05,48434.18,posted
I-01073,INV-2026-01073,S059,PO-00987,2026-03-04,66310.31,posted
I-01074,INV-2026-01074,S071,PO-00988,2026-03-05,35964.85,posted
I-01075,INV-2026-01075,S053,PO-00989,2026-03-04,23736.52,posted
I-01076,INV-2026-01076,S026,PO-00990,2026-03-23,46632.76,posted
I-01077,INV-2026-01077,S049,PO-00991,2026-02-17,50052.95,posted
I-01078,INV-2026-01078,S033,PO-00992,2026-02-06,32475.04,posted
I-01079,INV-2026-01079,S075,PO-00993,2026-04-02,28540.39,posted
I-01080,INV-2026-01080,S069,PO-00994,2026-02-06,13935.54,posted
I-01081,INV-2026-01081,S057,PO-00995,2026-03-29,11600.09,posted
I-01082,INV-2026-01082,S057,PO-00996,2026-02-16,50774.17,posted
I-01083,INV-2026-01083,S058,PO-00997,2026-02-15,19007.04,posted
I-01084,INV-2026-01084,S058,PO-00997,2026-03-06,19723.28,posted
I-01085,INV-2026-01085,S018,PO-00998,2026-02-17,16210.8,posted
I-01086,INV-2026-01086,S036,PO-00999,2026-04-03,21834.4,posted
I-01087,INV-2026-01087,S002,PO-01000,2026-03-23,9019.91,posted
I-01088,INV-2026-01088,S065,PO-01001,2026-02-25,25022.4,posted
I-01089,INV-2026-01089,S023,PO-01002,2026-03-22,16033.55,posted
I-01090,INV-2026-01090,S072,PO-01003,2026-03-14,62979.26,posted
I-01091,INV-2026-01091,S057,PO-01004,2026-02-17,75696.8,posted
I-01092,INV-2026-01092,S028,PO-01005,2026-03-23,23455.51,posted
I-01093,INV-2026-01093,S024,PO-01006,2026-02-03,64574.06,posted
I-01094,INV-2026-01094,S047,PO-01007,2026-02-17,3713.71,posted
I-01095,INV-2026-01095,S071,PO-01008,2026-03-24,11228.31,posted
I-01096,INV-2026-01096,S021,PO-01009,2026-03-30,20423.05,posted
I-01097,INV-2026-01097,S063,PO-01010,2026-02-28,23278.91,posted
I-01098,INV-2026-01098,S054,PO-01011,2026-03-18,37570.27,posted
I-01099,INV-2026-01099,S054,PO-01011,2026-03-19,42098.84,posted
I-01100,INV-2026-01100,S054,PO-01012,2026-02-04,17424.81,posted
