po_id,created_date,supplier_id,requester_user_id,buyer_user_id,amount,category,status,release_date
PO-00666,2026-03-12,S033,U018,U009,60362.99,Logistics,Released,2026-03-18
PO-00667,2026-03-22,S007,U018,U014,24736.93,Maintenance,Released,2026-03-28
PO-00668,2026-03-25,S028,U024,U014,129036.66,Materials,Released,2026-03-29
PO-00669,2026-02-01,S064,U018,U014,47667.58,Facilities,Released,2026-02-04
PO-00670,2026-03-21,S030,U024,U009,21735.08,Components,Released,2026-03-30
PO-00671,2026-02-26,S031,U018,U009,24860.81,Materials,Released,2026-02-28
PO-00672,2026-03-17,S017,U023,U009,17412.42,Logistics,Released,2026-03-21
PO-00673,2026-01-16,S042,U016,U009,36666.17,Consulting,Released,2026-01-21
PO-00674,2026-01-07,S055,U017,U009,26426.01,Materials,Released,2026-01-14
PO-00675,2026-02-03,S057,U018,U009,25409.93,Components,Released,2026-02-08
PO-00676,2026-02-23,S006,U018,U009,53301.23,Components,Released,2026-02-26
PO-00677,2026-03-25,S077,U024,U009,17926.35,Maintenance,Released,2026-03-28
PO-00678,2026-03-29,S017,U024,U014,21995.44,Logistics,Released,2026-03-29
PO-00679,2026-01-22,S030,U016,U014,17060.41,Components,Released,2026-01-25
PO-00680,2026-03-01,S013,U018,U014,25813.91,Logistics,Released,2026-03-01
PO-00681,2026-01-12,S014,U023,U014,25128.41,Packaging,Released,2026-01-19
PO-00682,2026-01-13,S035,U017,U014,27880.0,Facilities,Released,2026-01-20
PO-00683,2026-01-21,S008,U023,U009,49947.91,Materials,Released,2026-01-26
PO-00684,2026-02-23,S046,U023,U009,60764.42,Maintenance,Released,2026-02-27
PO-00685,2026-01-26,S009,U016,U009,63743.4,IT,Released,2026-01-30
PO-00686,2026-01-31,S059,U016,U014,12336.78,Consulting,Released,2026-02-06
PO-00687,2026-02-28,S039,U018,U009,39998.56,Logistics,Released,2026-03-09
PO-00688,2026-01-09,S057,U023,U009,26404.16,Components,Released,2026-01-14
PO-00689,2026-03-30,S001,U023,U014,26668.86,Consulting,Released,2026-04-04
PO-00690,2026-02-21,S022,U016,U014,11281.89,Consulting,Released,2026-02-25
PO-00691,2026-03-19,S037,U016,U014,102298.21,Facilities,Released,2026-03-24
PO-00692,2026-02-23,S067,U023,U009,10802.9,Facilities,Released,2026-03-03
PO-00693,2026-03-27,S080,U018,U014,21923.5,Packaging,Released,2026-04-01
PO-00694,2026-02-06,S017,U023,U014,37861.38,Logistics,Released,2026-02-08
PO-00695,2026-01-16,S066,U018,U014,28665.53,Consulting,Released,2026-01-20
PO-00696,2026-03-25,S046,U024,U009,16271.11,Maintenance,Released,2026-03-30
PO-00697,2026-03-29,S020,U024,U009,48986.05,Facilities,Released,2026-04-03
PO-00698,2026-01-01,S060,U017,U009,82516.53,Facilities,Released,2026-01-05
PO-00699,2026-03-26,S054,U024,U009,19907.69,Maintenance,Released,2026-04-03
PO-00700,2026-03-18,S062,U023,U009,30609.47,Office supplies,Released,2026-03-24
PO-00701,2026-01-19,S033,U024,U014,8202.75,Logistics,Released,2026-01-21
PO-00702,2026-01-31,S070,U017,U014,24463.16,Materials,Released,2026-02-01
PO-00703,2026-02-19,S018,U024,U014,37819.16,Packaging,Released,2026-02-24
PO-00704,2026-01-07,S008,U017,U014,29397.13,Materials,Released,2026-01-14
PO-00705,2026-02-05,S083,U024,U014,11662.21,Maintenance,Released,2026-02-08
PO-00706,2026-03-23,S068,U024,U014,14549.45,Packaging,Released,2026-03-26
PO-00707,2026-03-09,S032,U024,U014,25343.7,Consulting,Released,2026-03-12
PO-00708,2026-03-01,S058,U023,U009,24197.76,Facilities,Released,2026-03-07
PO-00709,2026-03-10,S014,U024,U014,33932.76,Packaging,Released,2026-03-13
PO-00710,2026-03-22,S044,U018,U009,34552.33,Consulting,Released,2026-03-28
PO-00711,2026-02-12,S041,U023,U009,23781.4,Facilities,Released,2026-02-16
PO-00712,2026-03-28,S050,U018,U014,13006.64,Packaging,Released,2026-03-29
PO-00713,2026-02-24,S006,U023,U009,50092.21,Components,Released,2026-02-27
PO-00714,2026-02-13,S046,U018,U014,49738.91,Maintenance,Released,2026-02-21
PO-00715,2026-03-05,S082,U024,U009,28687.55,Logistics,Released,2026-03-09
PO-00716,2026-01-01,S026,U024,U009,36001.61,Consulting,Released,2026-01-04
PO-00717,2026-03-20,S033,U024,U009,40382.95,Logistics,Released,2026-03-24
PO-00718,2026-03-21,S075,U024,U014,193967.7,Facilities,Released,2026-03-21
PO-00719,2026-03-10,S017,U023,U014,52985.79,Logistics,Released,2026-03-14
PO-00720,2026-01-12,S052,U023,U014,27508.77,Office supplies,Released,2026-01-17
PO-00721,2026-01-25,S083,U017,U009,10917.29,Maintenance,Released,2026-01-30
PO-00722,2026-01-02,S002,U016,U009,15063.89,Consulting,Released,2026-01-07
PO-00723,2026-02-05,S037,U024,U009,24760.8,Facilities,Released,2026-02-08
PO-00724,2026-02-05,S077,U017,U014,21886.99,Maintenance,Released,2026-02-09
PO-00725,2026-01-12,S066,U023,U014,22020.79,Consulting,Released,2026-01-20
PO-00726,2026-01-19,S017,U024,U014,32028.69,Logistics,Released,2026-01-22
PO-00727,2026-03-03,S072,U024,U009,21649.66,IT,Released,2026-03-10
PO-00728,2026-02-05,S048,U018,U009,53169.03,Consulting,Released,2026-02-10
PO-00729,2026-02-08,S015,U018,U014,16893.94,Consulting,Released,2026-02-14
PO-00730,2026-03-27,S051,U016,U014,94146.4,Packaging,Released,2026-04-03
PO-00731,2026-03-26,S011,U018,U009,184207.23,Facilities,Released,2026-04-03
PO-00732,2026-03-06,S027,U024,U014,19338.16,Consulting,Released,2026-03-08
PO-00733,2026-03-03,S051,U023,U009,17351.62,Packaging,Released,2026-03-07
PO-00734,2026-01-29,S013,U017,U009,49833.64,Logistics,Released,2026-02-03
PO-00735,2026-01-20,S039,U018,U009,50563.54,Logistics,Released,2026-01-26
PO-00736,2026-01-14,S067,U018,U014,39618.37,Facilities,Released,2026-01-20
PO-00737,2026-01-27,S032,U023,U009,50125.52,Consulting,Released,2026-01-31
PO-00738,2026-01-10,S043,U018,U009,11252.41,Maintenance,Released,2026-01-15
PO-00739,2026-03-31,S027,U017,U014,17021.49,Consulting,Released,2026-04-05
PO-00740,2026-02-19,S032,U024,U014,40291.61,Consulting,Released,2026-02-21
PO-00741,2026-01-21,S023,U018,U014,33638.1,Maintenance,Released,2026-01-27
PO-00742,2026-03-31,S026,U018,U014,33783.02,Consulting,Released,2026-04-07
PO-00743,2026-02-07,S029,U024,U014,25232.5,Office supplies,Released,2026-02-11
PO-00744,2026-01-24,S023,U023,U014,9788.52,Maintenance,Released,2026-01-27
PO-00745,2026-02-07,S010,U018,U014,21832.76,IT,Released,2026-02-08
PO-00746,2026-03-30,S043,U017,U014,77263.35,Maintenance,Released,2026-04-02
PO-00747,2026-01-26,S072,U016,U009,18888.71,IT,Released,2026-01-26
PO-00748,2026-02-12,S072,U023,U009,54039.45,IT,Released,2026-02-16
PO-00749,2026-01-31,S005,U017,U009,19946.54,Facilities,Released,2026-02-04
PO-00750,2026-01-04,S031,U024,U014,53135.61,Materials,Released,2026-01-10
PO-00751,2026-02-17,S019,U018,U009,79611.96,Consulting,Released,2026-02-21
PO-00752,2026-03-23,S026,U016,U014,15254.24,Consulting,Released,2026-03-27
PO-00753,2026-03-01,S021,U023,U014,41905.2,Packaging,Released,2026-03-07
PO-00754,2026-01-10,S070,U024,U009,7218.65,Materials,Released,2026-01-15
PO-00755,2026-01-24,S021,U018,U014,12462.22,Packaging,Released,2026-01-26
PO-00756,2026-02-18,S025,U016,U009,26314.58,Facilities,Released,2026-02-24
PO-00757,2026-01-08,S051,U023,U009,41934.57,Packaging,Released,2026-01-12
PO-00758,2026-01-14,S010,U018,U009,27443.93,IT,Released,2026-01-19
PO-00759,2026-02-04,S078,U023,U009,32543.14,Facilities,Released,2026-02-11
PO-00760,2026-02-14,S016,U016,U009,41236.29,Facilities,Released,2026-02-19
PO-00761,2026-02-21,S009,U018,U009,29125.25,IT,Released,2026-02-24
PO-00762,2026-02-05,S085,U016,U009,41744.85,IT,Released,2026-02-05
PO-00763,2026-03-25,S026,U016,U009,57081.58,Consulting,Released,2026-03-27
PO-00764,2026-01-29,S047,U017,U014,22696.05,Consulting,Released,2026-02-03
PO-00765,2026-01-15,S075,U023,U009,10999.31,Facilities,Released,2026-01-20
PO-00766,2026-02-03,S073,U016,U014,12253.36,Facilities,Released,2026-02-07
PO-00767,2026-01-25,S047,U023,U014,18047.38,Consulting,Released,2026-01-30
PO-00768,2026-03-03,S044,U024,U014,7029.45,Consulting,Released,2026-03-10
PO-00769,2026-02-17,S073,U017,U014,42366.33,Facilities,Released,2026-02-22
PO-00770,2026-02-14,S036,U017,U009,71024.72,Components,Released,2026-02-18
PO-00771,2026-02-14,S015,U016,U014,17337.11,Consulting,Released,2026-02-18
PO-00772,2026-02-08,S028,U017,U014,12148.94,Materials,Released,2026-02-15
PO-00773,2026-01-14,S051,U016,U014,93318.05,Packaging,Released,2026-01-16
PO-00774,2026-01-29,S040,U023,U014,25547.62,Facilities,Released,2026-01-31
PO-00775,2026-03-10,S033,U023,U009,30765.85,Logistics,Released,2026-03-18
PO-00776,2026-01-18,S064,U024,U014,46089.82,Facilities,Released,2026-01-18
PO-00777,2026-03-09,S033,U018,U014,28109.57,Logistics,Released,2026-03-15
PO-00778,2026-01-17,S021,U018,U009,26560.83,Packaging,Released,2026-01-22
PO-00779,2026-03-02,S058,U017,U014,38978.35,Facilities,Released,2026-03-10
PO-00780,2026-03-19,S011,U017,U014,24314.82,Facilities,Released,2026-03-26
PO-00781,2026-02-19,S058,U018,U009,20288.08,Facilities,Released,2026-02-22
PO-00782,2026-01-23,S018,U024,U009,12159.02,Packaging,Released,2026-01-27
PO-00783,2026-03-30,S018,U023,U014,31666.69,Packaging,Released,2026-04-08
PO-00784,2026-03-06,S052,U024,U014,13119.49,Office supplies,Released,2026-03-15
PO-00785,2026-02-02,S028,U024,U009,18801.1,Materials,Released,2026-02-08
PO-00786,2026-03-26,S049,U017,U014,107902.63,Facilities,Released,2026-03-29
PO-00787,2026-02-02,S082,U018,U009,17274.22,Logistics,Released,2026-02-04
PO-00788,2026-01-07,S072,U017,U009,119996.9,IT,Released,2026-01-16
PO-00789,2026-01-01,S036,U016,U009,45647.44,Components,Released,2026-01-01
PO-00790,2026-02-23,S006,U024,U009,68926.3,Components,Released,2026-02-26
PO-00791,2026-03-03,S065,U024,U014,38593.68,Facilities,Released,2026-03-10
PO-00792,2026-02-19,S026,U023,U014,8351.6,Consulting,Released,2026-02-24
PO-00793,2026-01-17,S079,U018,U009,24782.08,Components,Released,2026-01-20
PO-00794,2026-02-10,S055,U018,U009,10483.71,Materials,Released,2026-02-14
PO-00795,2026-03-30,S004,U016,U009,17732.49,Maintenance,Released,2026-04-01
PO-00796,2026-02-20,S077,U023,U009,81184.67,Maintenance,Released,2026-02-26
PO-00797,2026-01-11,S001,U017,U009,25356.66,Consulting,Released,2026-01-18
PO-00798,2026-03-06,S014,U023,U009,13895.7,Packaging,Released,2026-03-12
PO-00799,2026-01-23,S058,U017,U014,27525.9,Facilities,Released,2026-01-30
PO-00800,2026-01-15,S015,U024,U014,27117.95,Consulting,Released,2026-01-15
PO-00801,2026-01-12,S069,U023,U014,42978.74,Consulting,Released,2026-01-17
PO-00802,2026-03-25,S027,U024,U009,62548.08,Consulting,Released,2026-03-29
PO-00803,2026-02-02,S030,U016,U014,12454.31,Components,Released,2026-02-08
PO-00804,2026-01-08,S083,U017,U009,14923.8,Maintenance,Released,2026-01-15
PO-00805,2026-03-03,S015,U023,U009,9160.81,Consulting,Released,2026-03-08
PO-00806,2026-03-20,S014,U024,U009,70754.91,Packaging,Released,2026-03-29
PO-00807,2026-01-26,S038,U023,U009,141438.95,Office supplies,Released,2026-01-29
PO-00808,2026-01-29,S043,U016,U009,20708.51,Maintenance,Released,2026-01-30
PO-00809,2026-03-17,S063,U023,U014,24013.93,Maintenance,Released,2026-03-23
PO-00810,2026-03-10,S048,U023,U009,22253.81,Consulting,Released,2026-03-12
PO-00811,2026-01-14,S015,U023,U014,22441.47,Consulting,Released,2026-01-18
PO-00812,2026-03-25,S036,U023,U014,21174.51,Components,Released,2026-03-31
PO-00813,2026-02-20,S075,U017,U014,32108.36,Facilities,Released,2026-02-23
PO-00814,2026-01-07,S010,U016,U009,39425.54,IT,Released,2026-01-08
PO-00815,2026-02-27,S005,U018,U014,52306.41,Facilities,Released,2026-03-01
PO-00816,2026-03-15,S010,U017,U014,22279.19,IT,Released,2026-03-23
PO-00817,2026-01-22,S033,U017,U009,42082.22,Logistics,Released,2026-01-27
PO-00818,2026-03-20,S056,U017,U009,12865.32,Materials,Released,2026-03-23
PO-00819,2026-02-28,S052,U024,U014,17888.23,Office supplies,Released,2026-03-04
PO-00820,2026-01-16,S030,U016,U014,65465.37,Components,Released,2026-01-21
PO-00821,2026-02-21,S044,U017,U009,11611.45,Consulting,Released,2026-02-24
PO-00822,2026-01-01,S051,U024,U009,10335.04,Packaging,Released,2026-01-04
PO-00823,2026-01-09,S064,U017,U009,13476.71,Facilities,Released,2026-01-18
PO-00824,2026-01-24,S053,U023,U009,22173.32,Maintenance,Released,2026-01-26
PO-00825,2026-01-07,S024,U016,U014,44867.43,Packaging,Released,2026-01-10
PO-00826,2026-01-03,S061,U024,U014,25715.02,IT,Released,2026-01-10
PO-00827,2026-03-11,S009,U023,U009,77741.65,IT,Released,2026-03-16
PO-00828,2026-02-01,S038,U017,U014,49985.02,Office supplies,Released,2026-02-08
PO-00829,2026-01-06,S004,U024,U014,32543.85,Maintenance,Released,2026-01-10
PO-00830,2026-01-07,S043,U018,U009,74502.41,Maintenance,Released,2026-01-11
PO-00831,2026-03-13,S029,U018,U009,20872.44,Office supplies,Released,2026-03-14
PO-00832,2026-03-18,S062,U018,U009,4701.83,Office supplies,Released,2026-03-21
PO-00833,2026-01-05,S002,U016,U014,40834.96,Consulting,Released,2026-01-06
PO-00834,2026-01-12,S054,U017,U009,26540.01,Maintenance,Released,2026-01-20
PO-00835,2026-03-21,S045,U016,U014,104634.13,Packaging,Released,2026-03-26
PO-00836,2026-02-28,S041,U023,U009,74527.98,Facilities,Released,2026-02-28
PO-00837,2026-01-20,S072,U018,U009,32024.14,IT,Released,2026-01-22
PO-00838,2026-01-27,S013,U023,U009,16814.94,Logistics,Released,2026-01-31
PO-00839,2026-02-20,S014,U016,U014,100876.31,Packaging,Released,2026-02-22
PO-00840,2026-02-13,S031,U018,U009,32658.89,Materials,Released,2026-02-15
PO-00841,2026-03-22,S029,U017,U009,124271.27,Office supplies,Released,2026-03-28
PO-00842,2026-02-16,S027,U023,U009,23150.9,Consulting,Released,2026-02-23
PO-00843,2026-02-26,S031,U024,U014,15379.23,Materials,Released,2026-03-03
PO-00844,2026-03-20,S002,U018,U014,60054.89,Consulting,Released,2026-03-25
PO-00845,2026-02-20,S058,U024,U014,24920.96,Facilities,Released,2026-02-27
PO-00846,2026-03-07,S008,U024,U014,27913.51,Materials,Released,2026-03-14
PO-00847,2026-01-07,S012,U016,U009,93109.57,Packaging,Released,2026-01-12
PO-00848,2026-03-19,S042,U018,U014,27401.09,Consulting,Released,2026-03-26
PO-00849,2026-03-18,S053,U016,U009,24576.18,Maintenance,Released,2026-03-25
PO-00850,2026-01-25,S031,U018,U014,28123.76,Materials,Released,2026-01-29
PO-00851,2026-03-20,S069,U017,U014,18415.75,Consulting,Released,2026-03-26
PO-00852,2026-02-27,S070,U016,U014,23161.68,Materials,Released,2026-03-08
PO-00853,2026-01-15,S079,U024,U014,29731.05,Components,Released,2026-01-17
PO-00854,2026-01-30,S049,U018,U009,32043.43,Facilities,Released,2026-02-07
PO-00855,2026-03-24,S053,U017,U009,25048.88,Maintenance,Released,2026-03-30
PO-00856,2026-01-29,S052,U018,U009,5745.8,Office supplies,Released,2026-01-30
PO-00857,2026-01-12,S053,U024,U009,30380.98,Maintenance,Released,2026-01-20
PO-00858,2026-01-31,S049,U016,U014,336716.0,Facilities,Released,2026-02-07
PO-00859,2026-03-24,S079,U023,U014,26984.12,Components,Released,2026-03-30
PO-00860,2026-03-19,S044,U017,U009,28511.26,Consulting,Released,2026-03-24
PO-00861,2026-02-28,S013,U016,U009,31577.18,Logistics,Released,2026-03-08
PO-00862,2026-03-13,S068,U016,U009,55830.64,Packaging,Released,2026-03-18
PO-00863,2026-03-03,S041,U018,U009,86173.42,Facilities,Released,2026-03-09
PO-00864,2026-02-28,S081,U018,U009,25965.89,Facilities,Released,2026-03-05
PO-00865,2026-03-13,S071,U024,U014,57127.76,Maintenance,Released,2026-03-18
PO-00866,2026-03-22,S073,U024,U009,23711.21,Facilities,Released,2026-03-28
PO-00867,2026-02-05,S083,U016,U014,15898.11,Maintenance,Released,2026-02-08
PO-00868,2026-03-06,S027,U024,U014,57392.26,Consulting,Released,2026-03-11
PO-00869,2026-01-08,S079,U016,U014,27794.79,Components,Released,2026-01-16
PO-00870,2026-03-12,S027,U023,U009,35064.89,Consulting,Released,2026-03-17
PO-00871,2026-01-02,S080,U017,U009,116137.33,Packaging,Released,2026-01-06
PO-00872,2026-01-29,S072,U023,U009,36526.29,IT,Released,2026-02-05
PO-00873,2026-03-19,S050,U023,U014,8624.58,Packaging,Released,2026-03-21
PO-00874,2026-03-15,S011,U018,U014,58278.19,Facilities,Released,2026-03-22
PO-00875,2026-02-11,S033,U023,U009,11421.74,Logistics,Released,2026-02-15
PO-00876,2026-01-12,S047,U017,U009,16169.79,Consulting,Released,2026-01-16
PO-00877,2026-03-03,S084,U016,U014,55534.58,Facilities,Released,2026-03-06
PO-00878,2026-03-17,S034,U017,U014,17704.58,Packaging,Released,2026-03-20
PO-00879,2026-02-23,S006,U018,U009,28723.38,Components,Released,2026-02-28
PO-00880,2026-01-09,S076,U017,U014,19795.77,Consulting,Released,2026-01-12
PO-00881,2026-01-01,S072,U018,U014,78565.35,IT,Released,2026-01-02
PO-00882,2026-01-14,S048,U018,U014,21805.94,Consulting,Released,2026-01-19
PO-00883,2026-01-27,S062,U017,U014,46211.92,Office supplies,Released,2026-02-04
PO-00884,2026-01-25,S050,U023,U014,13519.28,Packaging,Released,2026-01-30
PO-00885,2026-03-19,S054,U017,U014,74156.81,Maintenance,Released,2026-03-23
PO-00886,2026-02-16,S066,U016,U014,53120.18,Consulting,Released,2026-02-20
PO-00887,2026-01-16,S018,U016,U009,45553.75,Packaging,Released,2026-01-20
PO-00888,2026-01-12,S072,U018,U014,27285.39,IT,Released,2026-01-18
PO-00889,2026-02-22,S030,U017,U009,30801.85,Components,Released,2026-03-01
PO-00890,2026-03-29,S035,U018,U014,72890.01,Facilities,Released,2026-03-31
PO-00891,2026-03-13,S039,U017,U014,30733.66,Logistics,Released,2026-03-16
PO-00892,2026-02-20,S010,U024,U009,13101.14,IT,Released,2026-02-25
PO-00893,2026-01-27,S032,U018,U009,28755.1,Consulting,Released,2026-02-04
PO-00894,2026-03-11,S051,U017,U014,14114.18,Packaging,Released,2026-03-17
PO-00895,2026-02-27,S070,U018,U014,33037.94,Materials,Released,2026-03-05
PO-00896,2026-02-18,S046,U018,U009,9403.89,Maintenance,Released,2026-02-24
PO-00897,2026-02-24,S058,U024,U014,33895.24,Facilities,Released,2026-02-27
PO-00898,2026-02-23,S038,U023,U009,50215.58,Office supplies,Released,2026-02-25
PO-00899,2026-01-11,S054,U017,U014,56291.11,Maintenance,Released,2026-01-11
PO-00900,2026-02-03,S020,U023,U014,47383.68,Facilities,Released,2026-02-05
PO-00901,2026-03-12,S045,U017,U009,29574.18,Packaging,Released,2026-03-14
PO-00902,2026-01-17,S044,U023,U009,55683.86,Consulting,Released,2026-01-19
PO-00903,2026-01-30,S053,U016,U014,39552.45,Maintenance,Released,2026-02-06
PO-00904,2026-01-04,S066,U024,U009,51255.44,Consulting,Released,2026-01-05
PO-00905,2026-03-27,S072,U017,U009,14813.32,IT,Released,2026-04-04
PO-00906,2026-03-18,S022,U024,U014,17831.82,Consulting,Released,2026-03-22
PO-00907,2026-03-26,S076,U024,U009,10251.04,Consulting,Released,2026-03-27
PO-00908,2026-02-02,S030,U024,U014,40053.12,Components,Released,2026-02-03
PO-00909,2026-01-01,S029,U024,U014,56862.64,Office supplies,Released,2026-01-06
PO-00910,2026-01-16,S047,U017,U014,81665.18,Consulting,Released,2026-01-22
PO-00911,2026-02-02,S074,U024,U009,10689.33,Logistics,Released,2026-02-06
PO-00912,2026-02-06,S073,U018,U014,101489.79,Facilities,Released,2026-02-13
PO-00913,2026-01-13,S075,U023,U014,16642.72,Facilities,Released,2026-01-20
PO-00914,2026-02-14,S048,U016,U014,8347.8,Consulting,Released,2026-02-19
PO-00915,2026-03-08,S044,U018,U014,50834.94,Consulting,Released,2026-03-12
PO-00916,2026-03-11,S043,U016,U009,32012.78,Maintenance,Released,2026-03-15
PO-00917,2026-01-10,S025,U023,U014,8065.93,Facilities,Released,2026-01-13
PO-00918,2026-02-23,S047,U023,U014,9390.5,Consulting,Released,2026-02-28
PO-00919,2026-01-09,S005,U017,U014,16733.7,Facilities,Released,2026-01-15
PO-00920,2026-02-07,S021,U023,U009,9122.64,Packaging,Released,2026-02-10
PO-00921,2026-01-15,S030,U017,U014,25229.08,Components,Released,2026-01-20
PO-00922,2026-03-03,S045,U024,U014,143514.33,Packaging,Released,2026-03-07
PO-00923,2026-01-08,S034,U017,U014,135140.53,Packaging,Released,2026-01-16
PO-00924,2026-01-01,S013,U024,U014,10190.32,Logistics,Released,2026-01-02
PO-00925,2026-03-23,S062,U024,U009,32423.11,Office supplies,Released,2026-03-28
PO-00926,2026-02-21,S047,U016,U009,25443.06,Consulting,Released,2026-03-02
PO-00927,2026-02-03,S032,U023,U014,7187.62,Consulting,Released,2026-02-04
PO-00928,2026-03-03,S049,U023,U014,10621.86,Facilities,Released,2026-03-10
PO-00929,2026-01-06,S058,U023,U009,13656.07,Facilities,Released,2026-01-06
PO-00930,2026-02-23,S025,U017,U014,10259.47,Facilities,Released,2026-02-28
PO-00931,2026-02-07,S028,U017,U014,50532.42,Materials,Released,2026-02-11
PO-00932,2026-02-04,S037,U018,U009,11124.53,Facilities,Released,2026-02-11
PO-00933,2026-03-25,S064,U018,U014,18016.44,Facilities,Released,2026-03-30
PO-00934,2026-01-04,S084,U017,U009,68343.29,Facilities,Released,2026-01-07
PO-00935,2026-03-02,S017,U016,U009,17969.62,Logistics,Released,2026-03-05
PO-00936,2026-02-09,S042,U017,U014,28551.64,Consulting,Released,2026-02-13
PO-00937,2026-03-27,S066,U017,U014,26897.45,Consulting,Released,2026-03-29
PO-00938,2026-02-15,S016,U023,U009,25380.7,Facilities,Released,2026-02-19
PO-00939,2026-01-23,S075,U018,U009,34631.83,Facilities,Released,2026-01-25
PO-00940,2026-02-02,S055,U017,U009,12148.0,Materials,Released,2026-02-06
PO-00941,2026-01-28,S079,U024,U014,100866.54,Components,Released,2026-01-30
PO-00942,2026-02-05,S014,U024,U009,8987.48,Packaging,Released,2026-02-11
PO-00943,2026-01-16,S076,U018,U014,32883.09,Consulting,Released,2026-01-19
PO-00944,2026-01-12,S040,U023,U014,19755.47,Facilities,Released,2026-01-21
PO-00945,2026-01-25,S038,U017,U014,42300.07,Office supplies,Released,2026-01-28
PO-00946,2026-03-24,S002,U023,U009,37944.95,Consulting,Released,2026-03-28
PO-00947,2026-03-04,S082,U018,U014,18662.76,Logistics,Released,2026-03-12
PO-00948,2026-02-09,S068,U018,U014,9403.96,Packaging,Released,2026-02-14
PO-00949,2026-02-21,S074,U023,U014,54749.61,Logistics,Released,2026-02-22
PO-00950,2026-02-03,S079,U017,U009,13869.63,Components,Released,2026-02-07
PO-00951,2026-03-03,S052,U016,U009,8925.28,Office supplies,Released,2026-03-08
PO-00952,2026-03-21,S027,U018,U014,13607.1,Consulting,Released,2026-03-25
PO-00953,2026-01-30,S044,U024,U014,34919.49,Consulting,Released,2026-02-04
PO-00954,2026-02-04,S049,U017,U009,14787.35,Facilities,Released,2026-02-07
PO-00955,2026-03-15,S053,U016,U009,79934.32,Maintenance,Released,2026-03-17
PO-00956,2026-03-15,S033,U017,U014,26316.5,Logistics,Released,2026-03-21
PO-00957,2026-03-20,S045,U017,U009,16603.51,Packaging,Released,2026-03-26
PO-00958,2026-03-15,S070,U017,U009,33108.12,Materials,Released,2026-03-20
PO-00959,2026-03-14,S063,U016,U014,30473.47,Maintenance,Released,2026-03-21
PO-00960,2026-03-03,S045,U016,U014,34275.2,Packaging,Released,2026-03-06
PO-00961,2026-03-26,S066,U023,U009,90408.08,Consulting,Released,2026-03-29
PO-00962,2026-03-02,S018,U018,U009,16653.12,Packaging,Released,2026-03-08
PO-00963,2026-01-26,S041,U018,U014,27531.26,Facilities,Released,2026-01-31
PO-00964,2026-02-28,S075,U023,U009,27062.36,Facilities,Released,2026-03-06
PO-00965,2026-03-11,S061,U016,U014,42284.95,IT,Released,2026-03-12
PO-00966,2026-03-31,S008,U017,U009,13402.09,Materials,Released,2026-04-03
PO-00967,2026-03-24,S081,U018,U014,10431.37,Facilities,Released,2026-03-29
PO-00968,2026-01-03,S025,U023,U014,3983.34,Facilities,Released,2026-01-06
PO-00969,2026-01-18,S025,U023,U014,63208.41,Facilities,Released,2026-01-24
PO-00970,2026-01-13,S050,U023,U014,6768.13,Packaging,Released,2026-01-13
PO-00971,2026-02-14,S080,U024,U014,33349.42,Packaging,Released,2026-02-23
PO-00972,2026-02-17,S082,U017,U009,34334.95,Logistics,Released,2026-02-19
PO-00973,2026-01-26,S023,U016,U014,28323.53,Maintenance,Released,2026-01-29
PO-00974,2026-01-03,S078,U018,U009,16781.75,Facilities,Released,2026-01-06
PO-00975,2026-02-09,S073,U017,U014,92257.55,Facilities,Released,2026-02-14
PO-00976,2026-01-03,S026,U023,U014,23514.06,Consulting,Released,2026-01-11
PO-00977,2026-03-01,S038,U016,U014,7235.82,Office supplies,Released,2026-03-08
PO-00978,2026-02-12,S075,U024,U009,26562.76,Facilities,Released,2026-02-16
PO-00979,2026-03-04,S067,U016,U014,37893.79,Facilities,Released,2026-03-08
PO-00980,2026-01-30,S021,U016,U014,20452.04,Packaging,Released,2026-01-31
PO-00981,2026-03-27,S057,U018,U014,63147.92,Components,Released,2026-03-30
PO-00982,2026-03-11,S081,U017,U009,47112.97,Facilities,Released,2026-03-18
PO-00983,2026-03-31,S020,U023,U009,36075.02,Facilities,Released,2026-04-06
PO-00984,2026-03-27,S084,U016,U014,8361.21,Facilities,Released,2026-03-31
PO-00985,2026-02-15,S059,U016,U014,69127.85,Consulting,Released,2026-02-18
PO-00986,2026-02-21,S015,U016,U009,48434.18,Consulting,Released,2026-02-23
PO-00987,2026-02-21,S059,U023,U009,66310.31,Consulting,Released,2026-02-27
PO-00988,2026-02-01,S071,U017,U014,35964.85,Maintenance,Released,2026-02-07
PO-00989,2026-01-27,S053,U018,U014,23736.52,Maintenance,Released,2026-02-02
PO-00990,2026-02-24,S026,U024,U009,46632.76,Consulting,Released,2026-03-03
PO-00991,2026-02-01,S049,U024,U009,50052.95,Facilities,Released,2026-02-02
PO-00992,2026-01-23,S033,U017,U009,32475.04,Logistics,Released,2026-01-29
PO-00993,2026-03-01,S075,U023,U014,28540.39,Facilities,Released,2026-03-06
PO-00994,2026-01-13,S069,U018,U009,13935.54,Consulting,Released,2026-01-15
PO-00995,2026-03-08,S057,U017,U014,11600.09,Components,Released,2026-03-10
PO-00996,2026-01-19,S057,U018,U014,50774.17,Components,Released,2026-01-27
PO-00997,2026-01-30,S058,U016,U014,38730.32,Facilities,Released,2026-02-04
PO-00998,2026-01-26,S018,U017,U014,16210.8,Packaging,Released,2026-02-02
